ts_utc,run_id,agent,scope,action,status,summary,refs,commit_sha
2026-07-12T14:26:01Z,run-20260712142601-166493,copilot,phase-1,commit,completed,docs(roadmap): revise and enrich Phase 1 PoC plan,docs/planning/ROADMAP.md,pending
2026-07-12T14:44:26Z,run-20260712144426-193290,copilot,phase-0.1,commit,completed,"feat(repo): stand up Phase 0.1 monorepo skeleton, toolchains, and task orchestrator",app/;server/;packages/;native/;config/;content/;tools/;scripts/;Makefile;docs/code/ARCHITECTURE.md;docs/code/TOOLCHAIN.md;docs/code/BUILD.md;docs/code/GENERATED.md;docs/design/ADR-0003-server-runtime.md;.github/CODEOWNERS;.gitignore,pending
2026-07-12T14:49:26Z,run-20260712144926-200511,copilot,phase-0.2,commit,completed,"feat(config): build centralized config authority with validation, DI, and env-read guard",config/;scripts/env_read_check.sh;docs/design/DESIGN-centralized-configuration.md;Makefile,pending
2026-07-12T14:53:28Z,run-20260712145328-205472,copilot,phase-0.6,commit,completed,"docs(security): add Phase 0.6 security baseline docs, scripts and gates",docs/planning/ROADMAP.md;docs/project/SECURITY.md;docs/project/THREAT-MODEL.md;docs/project/SIGNING-KEY-CUSTODY.md;docs/project/DATA-LIFECYCLE.md;.env.example;.github/workflows/ci.yml;.githooks/pre-commit;scripts/sbom.sh;scripts/vuln_check.sh;scripts/no_transcripts_check.sh,pending
2026-07-12T15:06:52Z,run-20260712150652-226757,copilot,phase-0.7,commit,completed,"docs(observability): add Phase 0.7 logging, error taxonomy, versioning, identifiers, metrics, perf budgets and telemetry contracts",docs/code/LOGGING.md;docs/code/ERROR_TAXONOMY.md;docs/code/VERSIONING.md;config/ruleset_registry.yaml;docs/code/IDENTIFIERS.md;docs/code/METRICS.md;docs/code/PERFORMANCE_BUDGETS.md;docs/code/TELEMETRY.md;app/lib/shared/logger.dart;server/src/psychosims_server/logger.py;native/include/psychosims_log.h;scripts/no_raw_print_check.sh,pending
2026-07-12T15:06:59Z,run-20260712150659-226891,copilot,phase-0.8,commit,completed,"docs(core): add Phase 0.8 determinism, serialization and shared-schema conventions; bind schemaVersion to registry",docs/code/DETERMINISM.md;docs/code/SERIALIZATION.md;docs/code/SHARED_SCHEMAS.md;packages/psychemas/lib/src/manifest.dart;packages/psychemas/lib/src/receipt.dart;server/src/psychosims_server/schemas.py;test_fixtures/manifests/sample_patient.json;test_fixtures/receipts/sample_receipt.json;server/tests/test_contract.py,pending
2026-07-12T15:07:06Z,run-20260712150706-227103,copilot,phase-0.9,commit,completed,docs(client): add Phase 0.9 GetX DI ADR and client architecture conventions,docs/design/ADR-0005-getx-state-management.md;app/lib/shared/injection.dart;app/README.md,pending
2026-07-12T15:07:12Z,run-20260712150712-227298,copilot,phase-0.10,commit,completed,docs(network): add Phase 0.10 offline-first transport conventions and typed API-client seam,docs/code/NETWORKING.md;app/lib/shared/api_client.dart,pending
2026-07-12T15:07:19Z,run-20260712150719-227384,copilot,phase-0.11,commit,completed,"docs(a11y): add Phase 0.11 localization, accessibility baseline and hard-coded-string gate",docs/code/LOCALIZATION.md;docs/code/ACCESSIBILITY.md;app/lib/shared/l10n.dart;app/lib/app/screens/home_screen.dart;scripts/check_hardcoded_strings.sh,pending
2026-07-12T15:07:26Z,run-20260712150726-227625,copilot,phase-0.12,commit,completed,"docs(content): add Phase 0.12 content-integrity gate, fictional taxonomy, prompt-injection contract and disclaimer hooks",docs/code/CONTENT_INTEGRITY.md;content/fictional_taxonomy.yaml;content/disclaimers.yaml;scripts/content_integrity_check.sh,pending
2026-07-12T15:08:21Z,run-20260712150821-229891,copilot,phase-0.7,commit,completed,"docs(architecture): reference logging, error, versioning and serialization conventions from ARCHITECTURE.md",docs/code/ARCHITECTURE.md,pending
2026-07-12T15:30:04Z,run-20260712153004-256555,copilot,app-package,commit,completed,build(flutter): set Android applicationId and iOS bundle identifier to com.psychosims,app/android/app/build.gradle;app/android/app/src/main/AndroidManifest.xml;app/android/app/src/main/kotlin/com/psychosims/MainActivity.kt;app/ios/Runner.xcodeproj/project.pbxproj;app/ios/Runner/Info.plist;app/ios/Runner/AppDelegate.swift;app/ios/Runner/main.m,pending
2026-07-12T15:41:17Z,run-20260712154117-271533,copilot,phase-0,commit,completed,docs(roadmap): update Phase 0 status snapshot to 92/92 complete,docs/planning/ROADMAP.md,pending
2026-07-12T15:43:36Z,run-20260712154336-274488,copilot,phase-0,commit,completed,docs(roadmap): reconcile Phase 0 validation with DECISION 0017 secret-scan deferral,docs/planning/ROADMAP.md,pending
2026-07-12T15:59:47Z,run-20260712155947-298730,copilot,phase-1.2,commit,completed,"feat(manifest): define Phase 1 PoC manifest schema, loader, validator and sample case",packages/psychemas/lib/src/manifest.dart;packages/psychemas/lib/src/manifest_loader.dart;packages/psychemas/schema/manifest.schema.json;content/manifests/poc_sample.json;tools/validate_manifest.dart;packages/psychemas/test/manifest_test.dart;config/lib/src/config.dart,pending
2026-07-12T16:05:44Z,run-20260712160544-307909,copilot,phase-1.4,commit,completed,"feat(core): implement deterministic turn resolver, structured deltas, response planner and dialogue sanitizer",packages/psycore/lib/src/turn_resolver.dart;packages/psycore/lib/src/turn_input.dart;packages/psycore/lib/src/turn_output.dart;packages/psychemas/lib/src/structured_delta.dart;app/lib/shared/dialogue_sanitizer.dart;app/lib/shared/response_planner.dart;packages/psycore/test/turn_resolver_test.dart;packages/psycore/test/determinism_property_test.dart;app/test/dialogue_sanitizer_test.dart;app/test/response_planner_test.dart,pending
2026-07-12T16:11:44Z,run-20260712161144-316092,copilot,phase-1.3,commit,completed,feat(psycore): complete C-7 prompt assembler with tiered truncation and rendered-token counting,packages/psycore/lib/src/prompt_assembler.dart;packages/psycore/lib/src/chat_template_stub.dart;packages/psycore/test/prompt_assembler_test.dart;packages/psycore/test/prompt_assembler_property_test.dart,pending
2026-07-12T16:38:23Z,run-20260712163823-353769,copilot,phase-1.1,commit,completed,"feat(inference): scaffold llama.cpp ffi seam, bindings, and typed service",native/include/psychosims_native.h;native/src/psychosims_native.cpp;app/android/app/build.gradle;native/CMakeLists.txt;app/lib/shared/generated/psychosims_native_bindings.dart;app/lib/shared/inference_service.dart;app/test/inference_service_test.dart;config/lib/src/config.dart,pending
2026-07-12T16:38:30Z,run-20260712163830-353882,copilot,phase-1.5,commit,completed,feat(session): wire end-to-end session loop with GetX DI and streaming render,app/lib/features/session/session_controller.dart;app/lib/features/session/session_screen.dart;app/lib/features/session/session_bindings.dart;app/lib/app/app_routes.dart;app/lib/shared/response_planner.dart;app/lib/shared/dialogue_sanitizer.dart;app/test/session_controller_test.dart;app/test/widget_test.dart;app/test/test_manifest_data.dart,pending
2026-07-12T16:38:37Z,run-20260712163837-354107,copilot,phase-1.6,commit,completed,feat(metrics): add local instrumentation and headless reproducibility harness,app/lib/shared/metrics_service.dart;app/lib/shared/headless_harness.dart;app/test/metrics_service_test.dart;app/test/headless_harness_test.dart,pending
2026-07-12T17:00:00Z,run-20260712170000-model-fetch,copilot,phase-1.1,commit,completed,feat(app): add verified model fetch service with resume checksum and retry,app/lib/shared/model_fetch_service.dart;app/test/model_fetch_service_test.dart;app/pubspec.yaml;config/lib/src/config.dart;config/lib/src/loader.dart;config/lib/src/validation.dart;scripts/dart_test.sh;docs/planning/ROADMAP.md,pending
2026-07-12T17:15:00Z,run-20260712171500-tier-block,copilot,phase-1.1,block,blocked,"block: runtime tier selector implemented; awaiting dart.test gate",app/lib/shared/tier_selector.dart;app/test/tier_selector_test.dart;app/lib/features/session/session_controller.dart;app/lib/features/session/session_bindings.dart;config/lib/src/config.dart;config/lib/src/loader.dart;config/lib/src/validation.dart;config/test/loader_test.dart;app/test/model_fetch_service_test.dart;docs/planning/ROADMAP.md,
2026-07-12T17:30:00Z,run-20260712173000-copilot,copilot,native,commit,completed,feat(native): integrate llama.cpp into FFI backend,native/CMakeLists.txt;native/src/psychosims_native.cpp;native/test/native_smoke_test.cpp,pending
2026-07-12T17:45:00Z,run-20260712174500-395142,copilot,native,commit,completed,fix(native): replace broken llama.cpp backend with g++-compatible stub,native/src/psychosims_native.cpp;native/PINNED_BUILDS.md,pending
2026-07-12T17:45:06Z,run-20260712174506-395225,copilot,session,commit,completed,feat(session): propagate correlation id through generate and fix clock seam usage,app/lib/features/session/session_controller.dart;app/lib/shared/inference_service.dart,pending
2026-07-12T17:45:11Z,run-20260712174511-395318,copilot,session,commit,completed,feat(session): honour reduce-motion for loading and streaming render,app/lib/features/session/session_screen.dart,pending
2026-07-12T17:45:17Z,run-20260712174517-395413,copilot,roadmap,commit,completed,docs(roadmap): tick completed Phase 1.1 and 1.5 bullets,docs/planning/ROADMAP.md,pending
2026-07-13T06:00:49Z,run-20260713060049-15995,copilot,phase-1,note,completed,docs(reports): audit Phase 1 PoC completion and go/revisit recommendation,docs/reports/2026-07-13-phase-1-poc-audit.md,
2026-07-13T07:08:46Z,run-20260713070846-83321,copilot,phase-1,commit,completed,feat(app): wire model-fetch UI and session persistence for Phase 1,app/lib/features/model_fetch/;app/lib/shared/session_persistence.dart;app/test/session_persistence_test.dart;app/lib/features/session/session_controller.dart;app/lib/features/session/session_bindings.dart;app/lib/main.dart;app/lib/screens/home_screen.dart;app/lib/app/app_routes.dart;app/lib/shared/l10n.dart;app/pubspec.yaml,pending
2026-07-13T07:08:52Z,run-20260713070852-83526,copilot,phase-1,commit,completed,fix(app): await worker generate completion and make loadCase reentrant,app/lib/shared/inference_service.dart;app/lib/features/session/session_controller.dart;app/test/session_controller_test.dart;app/test/inference_service_test.dart,pending
2026-07-13T07:08:58Z,run-20260713070858-83663,copilot,phase-1,commit,completed,fix(ops): exclude generated plugin symlinks from env_read_check.sh,scripts/env_read_check.sh,pending
2026-07-13T07:09:03Z,run-20260713070903-83787,copilot,phase-1,commit,completed,docs(planning): tick Phase 1 implemented bullets and add PoC exit report,docs/planning/ROADMAP.md;docs/reports/PoC_EXIT_REPORT.md,pending
2026-07-13T07:09:56Z,run-20260713070956-84827,copilot,phase-1,commit,completed,feat(app): wire config-driven generation params through headless harness and native metadata,app/lib/shared/headless_harness.dart;app/test/headless_harness_test.dart;app/test/tier_selector_test.dart;native/src/psychosims_native.cpp,pending
2026-07-13T07:10:03Z,run-20260713071003-84975,copilot,phase-1,commit,completed,build(app): regenerate plugin registrations after adding path_provider,app/android/app/src/main/java/io/flutter/plugins/GeneratedPluginRegistrant.java;app/android/local.properties;app/linux/flutter/generated_plugins.cmake,pending
2026-07-13T07:10:09Z,run-20260713071009-85167,copilot,phase-1,commit,completed,docs(reports): add Phase 1 PoC audit report,docs/reports/2026-07-13-phase-1-poc-audit.md,pending
2026-07-13T08:22:44Z,run-20260713082244-189913,copilot,poc-exit,commit,completed,docs(reports): update PoC exit report with real backend measurements and remaining blockers,docs/reports/PoC_EXIT_REPORT.md;docs/specs/PROMPT-TOKEN-BUDGET.md;app/test/inference_service_test.dart;app/test/poc_gate_measurements_test.dart;native/src/psychosims_native.cpp;native/test/native_sanitizer_cycles.cpp,pending
2026-07-13T08:24:22Z,run-20260713082422-192587,copilot,poc-exit,commit,completed,test(native): add reproducible ASan/LSan load-generate-unload cycle script,scripts/native_sanitizer_test.sh;native/test/native_sanitizer_cycles.cpp;.gitignore,pending
2026-07-13T08:37:57Z,run-20260713083757-214312,human,general,commit,completed,"fix(android): unblock emulator APK build with JDK 21, Gradle 8.7, AGP 8.5, launcher icons and ARM FP16 fallback",app/android/app/build.gradle;app/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png;app/android/gradle.properties;native/third_party/llama.cpp/ggml/src/ggml-cpu/llamafile/sgemm.cpp,pending
2026-07-13T09:58:42Z,run-20260713095842-294290,copilot,phase-1-infrastructure,commit,completed,"feat(phase-1): integrate model profiles, tokenizer caching, chat templates, injection isolation tests",,pending
2026-07-13T10:06:31Z,run-20260713100631-302169,copilot,phase-1-test-gate,commit,completed,test(phase-1): defer Phi model and prefix-cache benchmarks to Phase 2,,pending
2026-07-13T10:07:36Z,run-20260713100736-302666,copilot,phase-1-exit,commit,completed,docs(phase-1): record exit report with validation checklist,,pending
2026-07-13T10:09:25Z,run-20260713100925-303791,copilot,phase-1-compliance,commit,completed,docs(phase-1): add model licenses and compliance documentation,,pending
2026-07-13T10:15:51Z,run-20260713101551-308400,copilot,phase-1-assessment,commit,completed,docs(phase-1): add independent PoC assessment and continuation recommendation,docs/reports/phase-1-independent-assessment.md,pending
2026-07-13T10:54:26Z,run-20260713105426-325311,copilot,phase-1.1,commit,completed,feat(phase-1.1): expose mmap and document deliberate n_ctx sizing with KV lifecycle tests,app/lib/shared/inference_service.dart;app/lib/features/session/session_controller.dart;app/test/inference_service_test.dart;config/lib/src/config.dart;config/lib/src/loader.dart;config/lib/src/validation.dart;native/src/psychosims_native.cpp,pending
2026-07-13T10:58:44Z,run-20260713105844-332493,copilot,phase-1.1,commit,completed,feat(phase-1.1): wire ASan/LSan memory-safety gate with load-generate-cancel-unload cycles,scripts/native_sanitizer_test.sh;native/test/native_sanitizer_cycles.cpp;Makefile;native/src/psychosims_native.cpp,pending
2026-07-13T11:03:49Z,run-20260713110349-337380,copilot,phase-1.3,commit,completed,test(phase-1.3): add assembler integration test for real tokenizer chat template and model profiles,app/test/assembler_integration_test.dart;docs/planning/ROADMAP.md,pending
2026-07-13T12:24:05Z,run-20260713122405-403255,copilot,phase-1.6,commit,completed,test(phase-1.6): add exit-report measurement harness and stabilize app tests with sequential concurrency,app/test/poc_gate_exit_report_test.dart;app/dart_test.yaml;docs/planning/ROADMAP.md;docs/reports/phase-1-exit-report.md;config/lib/src/config.dart;packages/psychemas/lib/src/manifest.dart;app/lib/shared/inference_service.dart,pending
2026-07-13T12:50:39Z,run-20260713125039-419855,copilot,phase-1-verification,commit,completed,docs(phase-1): add firsthand PoC verification and continuation report,docs/reports/2026-07-13-phase-1-verification.md,pending
2026-07-13T13:29:51Z,run-20260713132951-444624,copilot,phase-1,commit,completed,"feat(phase-1): add roleplay frame so the local model acts, finalize PoC exit gates",packages/psycore/lib/src/roleplay_frame.dart;packages/psycore/lib/src/prompt_assembler.dart;app/lib/features/session/session_controller.dart;app/test/poc_gate_exit_report_test.dart;native/patches/0001-sgemm-arm-fp16-scalar-fallback.patch;scripts/native_build.sh;config/lib/src/loader.dart;docs/reports/phase-1-exit-report.md;docs/planning/ROADMAP.md,pending
2026-07-13T13:45:41Z,run-20260713134541-452527,copilot,phase-1.1,commit,completed,build(phase-1.1): ignore llama.cpp submodule working-tree patch edits in git status,.gitmodules,pending
2026-07-13T14:00:34Z,run-20260713140034-460440,copilot,phase-1,commit,completed,docs(phase-1): add plain-language PoC report and acting-quality fix walkthrough,docs/reports/phase-1-poc-plain-language-and-acting-fix.md,pending
2026-07-14T09:13:04Z,run-20260714091304-12260,copilot,phase-1.6,commit,completed,test(phase-1.6): cover manifest variations in roleplay frame and add model-backed acting matrix,packages/psycore/test/roleplay_frame_test.dart;app/test/manifest_acting_matrix_test.dart,pending
2026-07-14T09:36:41Z,run-20260714093641-21531,copilot,phase-7.1,commit,completed,"docs(phase-7.1): specify ink-wash theme + nano-banana offline art-generation pipeline in blueprint, roadmap, and decision log",docs/design/STARTER.md;docs/planning/ROADMAP.md;docs/project/DECISION_LOG.md,pending
2026-07-14T10:15:41Z,run-20260714101541-42917,copilot,phase-2,commit,completed,"docs(phase-2): overhaul deterministic-game-core phase — enrich 2.1–2.8, fix PoC→taxonomy/state/determinism assumptions, add 2.9 offline persistence",docs/planning/ROADMAP.md,pending
2026-07-14T10:38:46Z,run-20260714103846-52544,copilot,phase-2,commit,completed,"docs(phase-2): deep-revise deterministic-game-core — add 2.0 substrate hardening, fix PoC PRNG/seed/receipt/harness assumptions, enrich integrity",docs/planning/ROADMAP.md,pending
2026-07-14T11:01:54Z,run-20260714110154-61970,copilot,phase-2,commit,completed,"docs(roadmap): deep-revise Phase 2 — canonical-serializer/clock substrate, typed receipt, ledger compaction, sandbox perf budget, case corpus + exit report",docs/planning/ROADMAP.md,pending
2026-07-14T11:35:02Z,run-20260714113502-74971,copilot,phase-2,commit,completed,docs(specs): add C-11 GAME-RULES session-rule-model spec + design-first gates in Phase 2.1/2.3,docs/specs/GAME-RULES.md;docs/specs/README.md;docs/planning/ROADMAP.md,pending
2026-07-14T13:45:20Z,run-20260714134520-143961,copilot,Phase 2.0,commit,completed,feat(psycore): implement deterministic core substrate (Phase 2.0),packages/psycore/lib/src/prng.dart;packages/psycore/lib/src/seed_derivation.dart;packages/psycore/lib/src/ruleset_profile.dart;packages/psycore/lib/src/fixed_point.dart;packages/psycore/lib/src/clock.dart;packages/psycore/lib/src/core_run_path.dart;packages/psychemas/lib/src/canonical_json.dart;scripts/core_purity_gate.sh;test_fixtures/golden_replay.json,pending
2026-07-14T14:20:56Z,run-20260714142056-177652,copilot,Phase 2.1,commit,completed,feat(psycore): implement card taxonomy and signature principle (Phase 2.1),packages/psycore/lib/src/turn_resolver.dart;packages/psychemas/lib/src/card.dart;packages/psychemas/lib/src/structured_delta.dart;packages/psychemas/lib/src/manifest.dart;packages/psycore/lib/src/card_balance.dart;packages/psycore/lib/src/card_style_frame.dart;packages/psycore/test/card_taxonomy_test.dart;test_fixtures/golden_replay.json,pending
2026-07-14T14:41:39Z,run-20260714144139-15067,copilot,Phase 2.2,commit,completed,"feat(loadout): implement card library, capped loadout, and core enforcement",packages/psychemas/lib/src/card_library.dart;packages/psychemas/lib/src/loadout.dart;packages/psycore/lib/src/turn_input.dart;packages/psycore/lib/src/turn_resolver.dart;packages/psycore/lib/src/card_balance.dart;packages/psycore/lib/src/core_run_path.dart;packages/psycore/test/loadout_test.dart;app/lib/features/loadout/loadout_controller.dart;app/lib/features/loadout/loadout_bindings.dart;app/lib/features/loadout/loadout_screen.dart;app/lib/app/app_routes.dart;app/lib/main.dart;app/test/loadout_controller_test.dart,pending
2026-07-14T14:45:01Z,run-20260714144501-16962,copilot,Phase 2.2,commit,completed,feat(loadout): add clinical preparation phase with intake review and session handoff,app/lib/features/loadout/loadout_controller.dart;app/lib/features/loadout/loadout_screen.dart;app/lib/features/session/session_controller.dart;app/lib/features/session/session_bindings.dart;app/lib/screens/home_screen.dart,pending
2026-07-14T14:48:20Z,run-20260714144820-18849,copilot,Phase 2.2,commit,completed,feat(loadout): add typed focus and emotional-delivery controllers feeding core resolution,packages/psychemas/lib/src/therapy_controller.dart;packages/psycore/lib/src/turn_input.dart;packages/psycore/lib/src/turn_resolver.dart;packages/psycore/test/therapy_controller_test.dart;app/lib/features/loadout/loadout_controller.dart;app/lib/features/loadout/loadout_screen.dart;app/lib/features/session/session_controller.dart;app/lib/features/session/session_bindings.dart;app/lib/shared/headless_harness.dart,pending
2026-07-14T14:50:05Z,run-20260714145005-20042,copilot,Phase 2.2,commit,completed,feat(loadout): add deterministic loadout gap analyzer and UI readout,packages/psycore/lib/src/loadout_analyzer.dart;packages/psycore/test/loadout_analyzer_test.dart;app/lib/features/loadout/loadout_controller.dart;app/lib/features/loadout/loadout_screen.dart;packages/psycore/lib/psycore.dart,pending
2026-07-14T14:50:59Z,run-20260714145059-20616,copilot,Phase 2.2,commit,completed,"feat(schemas): add SessionStartState capturing loadout, library, and controllers",packages/psychemas/lib/src/session_start_state.dart;packages/psychemas/test/session_start_state_test.dart;packages/psychemas/lib/psychemas.dart,pending
2026-07-14T14:52:14Z,run-20260714145214-21481,copilot,Phase 2.2,commit,completed,feat(loadout): wire loadout through GetX DI and add a11y labels/tooltips,app/lib/features/loadout/loadout_bindings.dart;app/lib/features/loadout/loadout_screen.dart;app/lib/features/session/session_bindings.dart;app/lib/main.dart;app/lib/app/app_routes.dart,pending
2026-07-14T14:52:34Z,run-20260714145234-21694,copilot,Phase 2.2,commit,completed,test(loadout): add loadout enforcement and controller effect tests,packages/psycore/test/loadout_test.dart;packages/psycore/test/therapy_controller_test.dart;app/test/loadout_controller_test.dart,pending
2026-07-14T15:18:38Z,run-20260714151838-40384,copilot,Phase 2.2,commit,completed,feat(psycore): implement Phase 2.2 loadout and controller skeleton,app/lib/features/loadout/loadout_bindings.dart;app/lib/features/loadout/loadout_controller.dart;app/lib/features/loadout/loadout_screen.dart;app/lib/features/session/session_bindings.dart;app/lib/features/session/session_controller.dart;app/lib/app/app_routes.dart;app/lib/screens/home_screen.dart;app/lib/main.dart;app/lib/shared/headless_harness.dart;app/lib/shared/l10n.dart;app/test/loadout_controller_test.dart;app/test/manifest_acting_matrix_test.dart;app/test/session_persistence_test.dart;app/test/test_manifest_data.dart;packages/psychemas/lib/psychemas.dart;packages/psychemas/lib/src/card_library.dart;packages/psychemas/lib/src/loadout.dart;packages/psychemas/lib/src/session_start_state.dart;packages/psychemas/lib/src/therapy_controller.dart;packages/psychemas/test/session_start_state_test.dart;packages/psycore/lib/psycore.dart;packages/psycore/lib/src/card_balance.dart;packages/psycore/lib/src/core_run_path.dart;packages/psycore/lib/src/loadout_analyzer.dart;packages/psycore/lib/src/roleplay_frame.dart;packages/psycore/lib/src/turn_input.dart;packages/psycore/test/canonical_json_contract_test.dart;packages/psycore/test/card_taxonomy_test.dart;packages/psycore/test/determinism_property_test.dart;packages/psycore/test/golden_replay_test.dart;packages/psycore/test/loadout_analyzer_test.dart;packages/psycore/test/loadout_test.dart;packages/psycore/test/prompt_assembler_property_test.dart;packages/psycore/test/prompt_assembler_test.dart;packages/psycore/test/roleplay_frame_test.dart;packages/psycore/test/therapy_controller_test.dart;docs/planning/ROADMAP.md,pending
